,,,,,,,,,,,
Loan Id,Quarters,Years,Segment of Loan,Lender Name,Type of Loan,Original Loan size,Outstanding loan amount,Borrower Age,Borrower Income,New to Credit (Y /N),Gender
NBFCIN380TWL7380,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,75210,53130,58,468090,N,F
NBFCIN437TWL1979,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,56650,34452,34,1068320,N,M
NBFCIN327TWL4543,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,50470,32614,39,45046,Y,F
NBFCIN114TWL1183,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,64640,38515,40,580736,N,M
PVTN495TWL9550,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,62830,38430,32,575700,N,F
PVTN85TWL6881,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,99640,62942,57,953677,Y,M
PVTN289TWL6792,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,98580,64504,43,1151602,N,M
PVTN270TWL2829,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,93450,58490,21,966858,N,M
PVTN417TWL5986,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,86920,56038,33,1026792,N,F
PVTN97TWL4572,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,95880,61776,42,479548,N,M
PVTN12TWL7382,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,122100,83028,56,796110,Y,M
PVTN50TWL9284,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,137160,88011,49,1206027,N,F
PVTN226TWL9686,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,163200,117600,27,2616,N,F
PVTN102TWL5847,Q4,FY21,Retail,PVT Bank,Two-Wheeler Loan,69680,22994,29,6472980,N,M
PVTN107TWL836,Q4,FY21,Retail,PVT Bank,Two-Wheeler Loan,50600,19228,32,553860,N,M
PVTN109TWL8525,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,189000,73150,29,2498912,N,M
PVTN123TWL5785,Q4,FY20,Retail,PVT Bank,Two-Wheeler Loan,79040,32604,28,869752,N,M
PVTN189TWL7787,Q4,FY20,Retail,PVT Bank,Two-Wheeler Loan,56560,20182,50,390558,Y,M
PVTN222TWL3872,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,35700,11383,28,296718,Y,M
PVTN22TWL1639,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,46200,15826,36,439913,N,M
PVTN255TWL5227,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,63000,17922,47,782511,Y,M
PVTN280TWL7308,Q4,FY20,Retail,PVT Bank,Two-Wheeler Loan,40560,15022,51,651640,Y,F
PVTN416TWL3427,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,17680,5045,42,723588,N,M
PSUN494TWL5844,Q4,FY20,Retail,PSU Bank,Two-Wheeler Loan,43460,12669,41,345016,N,M
NBFCIN000COML294,Q1,FY21,Commercial,NBFC,Commercial Loan,16702200,3371370,58,11946712,Y,M
NBFCIN000COML395,Q1,FY19,Commercial,NBFC,Commercial Loan,15076800,2875760,52,11307600,N,M
NBFCIN000COML459,Q1,FY19,Commercial,NBFC,Commercial Loan,387550800,98733180,30,195620880,N,M
NBFCIN000COML738,Q1,FY21,Commercial,NBFC,Commercial Loan,18970360,4394510,44,8963060,Y,M
PVT00COM105,Q1,FY21,Commercial,PVT Bank,Commercial Loan,12288960,4256960,46,6084240,Y,M
PVT00COM109,Q1,FY21,Commercial,PVT Bank,Commercial Loan,12469840,2970410,53,9175920,N,M
PVT00COM115,Q1,FY19,Commercial,PVT Bank,Commercial Loan,7145600,3312960,35,3312960,N,M
PVT00COM191,Q1,FY21,Commercial,PVT Bank,Commercial Loan,14723200,3749600,29,5676000,N,M
NBFCIN0001959,Q1,FY20,Microfinance,NBFC,Microfinance Loan,6540,1650,24,43450,Y,M
NBFCIN0001153V,Q1,FY21,Microfinance,NBFC,Microfinance Loan,14560,5392,39,41106,N,M
NBFCIN0001161,Q1,FY19,Microfinance,NBFC,Microfinance Loan,16500,5722,42,35385,N,M
NBFCIN0001995,Q1,FY20,Microfinance,NBFC,Microfinance Loan,16050,4590,51,30098,N,M
NBFCIN0001118,Q1,FY19,Microfinance,NBFC,Microfinance Loan,16640,5632,55,31164,N,M
NBFCIN0002028,Q1,FY20,Microfinance,NBFC,Microfinance Loan,16800,5712,27,45235,Y,M
NBFCIN0001029,Q1,FY21,Microfinance,NBFC,Microfinance Loan,17850,5373,40,39312,Y,M
NBFCIN0001910,Q1,FY21,Microfinance,NBFC,Microfinance Loan,17510,5028,41,49862,N,M
NBFCIN000547,Q1,FY20,Microfinance,NBFC,Microfinance Loan,18720,5616,55,35420,Y,M
NBFCIN000663,Q1,FY21,Microfinance,NBFC,Microfinance Loan,22050,6409,53,47226,Y,F
NBFCIN0001235,Q1,FY20,Microfinance,NBFC,Microfinance Loan,24150,8372,49,33269,N,M
NBFCIN00010535,Q1,FY19,Microfinance,NBFC,Microfinance Loan,24240,8448,49,28496,N,M
NBFCIN000317,Q1,FY19,Microfinance,NBFC,Microfinance Loan,25680,7488,31,47844,Y,M
NBFCIN000610,Q1,FY19,Microfinance,NBFC,Microfinance Loan,25200,9057,41,31570,N,M
NBFCIN0002156,Q1,FY20,Microfinance,NBFC,Microfinance Loan,26750,8320,46,56280,N,M
NBFCIN000666,Q1,FY20,Microfinance,NBFC,Microfinance Loan,25750,8497,33,47722,Y,F
NBFCIN000710,Q1,FY20,Microfinance,NBFC,Microfinance Loan,26500,6812,25,46488,N,M
NBFCIN0001208,Q1,FY20,Microfinance,NBFC,Microfinance Loan,27560,9438,64,25164,Y,M
NBFCIN000744,Q1,FY21,Microfinance,NBFC,Microfinance Loan,27560,10004,50,25515,N,F
NBFCIN0001253,Q1,FY20,Microfinance,NBFC,Microfinance Loan,27540,9266,21,26857,Y,M
NBFCIN0002169,Q1,FY21,Microfinance,NBFC,Microfinance Loan,28080,7946,35,44145,N,F
NBFCIN0001052,Q1,FY20,Microfinance,NBFC,Microfinance Loan,30240,8232,36,39131,N,M
NBFCIN0001237,Q1,FY21,Microfinance,NBFC,Microfinance Loan,28560,8624,41,33431,N,F
NBFCIN0001275,Q1,FY19,Microfinance,NBFC,Microfinance Loan,28560,10091,56,29085,N,M
NBFCIN000523,Q1,FY20,Microfinance,NBFC,Microfinance Loan,30520,9139,55,38948,N,M
NBFCIN0001185Y,Q1,FY19,Microfinance,NBFC,Microfinance Loan,33170,8940,60,36380,Y,M
NBFCIN0001222U,Q1,FY19,Microfinance,NBFC,Microfinance Loan,31620,10812,43,44908,Y,F
NBFCIN000793,Q1,FY21,Microfinance,NBFC,Microfinance Loan,34340,13341,42,25830,N,F
NBFCIN000833,Q1,FY19,Microfinance,NBFC,Microfinance Loan,35360,9547,46,42016,N,M
NBFCIN0001422,Q1,FY20,Microfinance,NBFC,Microfinance Loan,39600,11494,46,49875,Y,M
NBFCIN0002212,Q1,FY19,Microfinance,NBFC,Microfinance Loan,37080,12164,29,40446,N,M
NBFCIN000814,Q1,FY20,Microfinance,NBFC,Microfinance Loan,37440,13348,34,27195,N,M
NBFCIN000141,Q1,FY19,Microfinance,NBFC,Microfinance Loan,38480,13986,35,41511,Y,F
NBFCIN000145,Q1,FY19,Microfinance,NBFC,Microfinance Loan,41800,11856,35,40400,N,F
NBFCIN0001295,Q1,FY21,Microfinance,NBFC,Microfinance Loan,39390,14586,49,43450,N,F
NBFCIN00056,Q1,FY21,Microfinance,NBFC,Microfinance Loan,43680,12726,49,21473,N,M
NBFCIN0001607,Q1,FY19,Microfinance,NBFC,Microfinance Loan,44720,11825,34,31536,N,M
NBFCIN0001687,Q1,FY19,Microfinance,NBFC,Microfinance Loan,46200,14594,42,41148,N,M
NBFCIN000875,Q1,FY21,Microfinance,NBFC,Microfinance Loan,50140,17700,54,461948,Y,M
NBFCIN00086,Q1,FY21,Microfinance,NBFC,Microfinance Loan,51840,18489,39,394638,N,M
NBFCIN000890,Q1,FY19,Microfinance,NBFC,Microfinance Loan,52920,14406,54,434052,N,M
NBFCIN0001488,Q1,FY20,Microfinance,NBFC,Microfinance Loan,52000,16665,34,446580,Y,F
NBFCIN0002294,Q1,FY19,Microfinance,NBFC,Microfinance Loan,52000,17985,50,378937,N,F
NBFCIN0002322,Q1,FY21,Microfinance,NBFC,Microfinance Loan,55000,12625,37,387748,N,M
NBFCIN0002339,Q1,FY19,Microfinance,NBFC,Microfinance Loan,52020,16483,33,444140,N,F
NBFCIN0002257,Q1,FY20,Microfinance,NBFC,Microfinance Loan,54590,19652,52,458247,Y,M
NBFCIN000911,Q1,FY20,Microfinance,NBFC,Microfinance Loan,57240,18486,46,403920,N,F
NBFCIN0002423,Q1,FY19,Microfinance,NBFC,Microfinance Loan,57780,20034,33,372387,N,M
NBFCIN0001689,Q1,FY19,Microfinance,NBFC,Microfinance Loan,58300,15147,35,441072,N,M
NBFCIN000171,Q1,FY21,Microfinance,NBFC,Microfinance Loan,57680,15876,39,444636,N,M
NBFCIN000160,Q1,FY20,Microfinance,NBFC,Microfinance Loan,58140,19881,24,440634,N,M
NBFCIN000444,Q1,FY19,Microfinance,NBFC,Microfinance Loan,90950,22984,28,388815,Y,M
NBFCIN0001834,Q1,FY20,Microfinance,NBFC,Microfinance Loan,110000,38880,35,398344,N,M
NBFCIN000409,Q1,FY19,Microfinance,NBFC,Microfinance Loan,110250,37852,49,394230,Y,M
NBFCIN0001849,Q1,FY21,Microfinance,NBFC,Microfinance Loan,116630,37835,37,393108,Y,M
NBFCIN000267,Q1,FY20,Microfinance,NBFC,Microfinance Loan,121680,39382,27,476682,N,M
NBFCIN0002431,Q1,FY20,Microfinance,NBFC,Microfinance Loan,121540,30680,46,422400,Y,F
NBFCIN000477,Q1,FY21,Microfinance,NBFC,Microfinance Loan,127260,42827,58,443398,Y,M
NBFCIN0001869,Q1,FY21,Microfinance,NBFC,Microfinance Loan,139700,33350,27,401571,N,F
PVT00MICROV1627,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,6240,2550,45,430563,N,M
PVT00MICROV169,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,6060,2080,29,421579,Y,M
PVT00MICROV531,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,6480,2812,54,434454,Y,M
PVT00MICROV1230,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,7070,3745,47,441650,Y,M
PVT00MICROV751,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,7280,2772,44,421158,N,M
PVT00MICROV136,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,13200,4243,22,407262,Y,M
PVT00MICROV1845,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,14560,6652,56,418608,N,M
PVT00MICROV210,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,14840,4855,48,430290,N,M
PVT00MICROV1628,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,16500,6334,33,419049,Y,M
PVT00MICROV177,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,15900,7261,55,437633,N,M
PVT00MICROV1707,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,16960,8140,51,416350,N,M
PVT00MICROV341,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,17600,7084,35,403104,N,M
PVT00MICROV608,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,17120,7776,36,384608,N,M
PVT00MICROV818,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,17120,5491,54,414752,Y,M
PVT00MICROV1578,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,18360,6524,28,463104,N,M
PVT00MICROV2187,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,17340,5895,31,426462,Y,M
PVT00MICROV1799,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,19800,7063,43,451290,N,M
PVT00MICROV306,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,19620,7416,41,445935,N,M
PVT00MICROV923,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,20600,8610,54,425715,N,M
PVT00MICROV1404,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,25200,12583,52,407030,N,M
PVT00MICROV42,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,24720,11844,45,436800,N,F
PVT00MICROV461,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,26750,12337,46,437800,Y,F
PVT00MICROV641,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,26500,9450,54,421630,N,M
PVT00MICROV1150,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,27300,13780,37,422968,N,M
PVT00MICROV1341,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,28340,12854,35,376200,Y,F
PVT00MICROV1501,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,26520,13650,31,434801,N,M
PVT00MICROV2427,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,28340,10951,56,428370,N,F
PVT00MICROV148,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,27810,10362,33,435330,N,F
PVT00MICROV1153,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,28280,13552,32,382487,N,M
PVT00MICROV1064,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,32400,11322,53,439794,N,M
PVT00MICROV2142,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,30300,13596,52,473720,Y,M
PVT00MICROV2191,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,32860,14396,30,431970,Y,M
PVT00MICROV1241,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,35200,13132,43,390062,N,F
PVT00MICROV1213,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,36720,14055,37,419980,Y,M
PVT00MICROV2260,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,37080,11865,52,228960,Y,F
PVT00MICROV1195,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,38850,14511,54,356310,N,F
PVT00MICROV1503,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,40330,13453,32,342990,Y,F
PVT00MICROV1930,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,39590,18148,49,241980,N,M
PVT00MICROV1003,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,45320,20196,55,193600,N,F
PVT00MICROV1875,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,48600,15696,43,577800,Y,F
PVT00MICROV2246,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,49350,19552,40,580920,N,M
PVT00MICROV356,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,55120,20009,45,648960,N,M
PVT00MICROV2363,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,56100,25069,29,242000,N,M
PVT00MICROV684,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,59920,26488,58,678720,N,F
IC00488AUL17834,Q1,FY20,Retail,PVT Bank,Auto Loans,260013,243467,37,486934,N,M
IC00411AUL46444,Q1,FY21,Retail,PVT Bank,Auto Loans,368176,368176,12,2649493,Y,M
PSUNAUTO0LOA47172,Q1,FY21,Retail,PSU Bank,Auto Loans,179630,82629,54,679328,Y,F
PVTN88CCL12391,Q1,FY19,Retail,PVT Bank,Credit Card,8208,3643,47,636584,N,M
NBFCINCC300011898,Q1,FY21,Retail,NBFC,Credit Card,10890,4748,40,417130,N,M
NBFCINCC300AA8466,Q1,FY20,Retail,NBFC,Credit Card,14688,7309,31,357945,Y,M
NBFCINCC300010590,Q1,FY19,Retail,NBFC,Credit Card,17115,9330,45,390936,N,M
NBFCINCC300010122,Q1,FY20,Retail,NBFC,Credit Card,19838,9737,52,355635,N,F
PVTN34CCL9962,Q1,FY21,Retail,PVT Bank,Credit Card,20475,8636,33,469692,N,M
NBFCINCC300011296,Q1,FY19,Retail,NBFC,Credit Card,20394,10090,39,336919,N,M
PVTN83CCL11978,Q1,FY20,Retail,PVT Bank,Credit Card,22256,7425,32,370364,N,F
PVTN48CCL5452,Q1,FY20,Retail,PVT Bank,Credit Card,21816,7119,57,402064,N,M
PVTN68CCL9162,Q1,FY21,Retail,PVT Bank,Credit Card,22880,10311,33,484208,N,M
PVTN55CCL4844,Q1,FY19,Retail,PVT Bank,Credit Card,26269,10473,41,715937,N,M
PVTN88CCL466,Q1,FY20,Retail,PVT Bank,Credit Card,24582,9492,54,342468,N,M
NBFCINCC30007018,Q1,FY20,Retail,NBFC,Credit Card,25894,10967,39,472405,Y,M
NBFCINCC30002218,Q1,FY21,Retail,NBFC,Credit Card,24543,16110,26,628411,N,M
NBFCINCC30006817,Q1,FY21,Retail,NBFC,Credit Card,25792,15276,36,413070,N,M
NBFCINCC300010852,Q1,FY19,Retail,NBFC,Credit Card,26500,10600,42,566800,N,M
NBFCINCC30008466,Q1,FY21,Retail,NBFC,Credit Card,26312,17760,30,436218,Y,M
PVTN18CCL7636,Q1,FY19,Retail,PVT Bank,Credit Card,26985,14679,32,489084,N,M
NBFCINCC30001820,Q1,FY20,Retail,NBFC,Credit Card,29103,16006,57,675290,N,M
NBFCINCC30002102,Q1,FY21,Retail,NBFC,Credit Card,27744,16450,46,403554,N,F
NBFCINCC30005174,Q1,FY21,Retail,NBFC,Credit Card,31512,19664,38,270194,N,M
PVTN49CCL8013,Q1,FY20,Retail,PVT Bank,Credit Card,32118,12665,55,184164,N,M
PSUN99CC2282,Q1,FY21,Retail,PSU Bank,Credit Card,31920,18215,56,455499,N,M
PVTN24CCL6381,Q1,FY21,Retail,PVT Bank,Credit Card,34008,19064,33,451696,Y,F
PVTN80CCL9160,Q1,FY19,Retail,PVT Bank,Credit Card,36188,11155,49,449389,N,M
PVTN61CCL2406,Q1,FY19,Retail,PVT Bank,Credit Card,34299,13852,53,457912,N,M
NBFCINCC30001600,Q1,FY20,Retail,NBFC,Credit Card,35123,15542,39,374302,N,M
PVTN73CCL8638,Q1,FY19,Retail,PVT Bank,Credit Card,39820,16724,47,377083,N,M
PVTN36CCL4299,Q1,FY20,Retail,PVT Bank,Credit Card,38064,19398,28,286440,Y,M
PVTN52CCL5125,Q1,FY21,Retail,PVT Bank,Credit Card,39140,22161,57,644380,Y,M
PVTN30CCL5687,Q1,FY19,Retail,PVT Bank,Credit Card,43818,22785,44,646588,N,M
PVTN88CCL7829,Q1,FY21,Retail,PVT Bank,Credit Card,44880,26132,37,680734,N,M
PVTN27CCL7994,Q1,FY20,Retail,PVT Bank,Credit Card,44339,15501,56,689480,Y,M
NBFCIN060TWL23A,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,74460,44968,29,1691235,N,M
NBFCIN060TWL4,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,82820,55022,30,1691235,N,M
NBFCIN060TWL58,Q1,FY19,Retail,NBFC,Two-Wheeler Loan,11220,7405,35,960850,Y,M
NBFCIN060TWL72,Q1,FY19,Retail,NBFC,Two-Wheeler Loan,66000,40560,32,1328597,Y,M
NBFCIN379TWL2094,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,151800,83490,41,1173058,Y,F
NBFCIN322TWL12069,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,64480,43524,33,1002705,Y,F
NBFCIN258TWL1893,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,69960,41184,24,1027104,N,M
NBFCIN432TWL6905,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,47080,29524,60,1053990,N,M
NBFCIN173TWL4393,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,64200,34884,32,1929210,Y,M
NBFCIN202TWL7503,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,67580,38043,42,1339974,N,M
NBFCIN295TWL10523,Q1,FY19,Retail,NBFC,Two-Wheeler Loan,80080,53715,48,1119690,N,M
IC0700TWL25,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,114480,71656,36,770148,N,F
IC0700TWL97,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,64200,42420,41,1075360,N,M
PVTN382TWL1906,Q1,FY19,Retail,NBFC,Two-Wheeler Loan,93450,53355,24,914183,N,F
PVTN179TWL5807,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,78100,45042,56,1206639,N,M
PVTN220TWL10132,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,80300,54399,36,778165,Y,M
PVTN345TWL902,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,59400,33544,42,265125,N,F
PVTN153TWL3086,Q1,FY20,Retail,PVT Bank,Two-Wheeler Loan,37740,11928,31,445784,N,M
PVTN261TWL9068,Q1,FY20,Retail,PVT Bank,Two-Wheeler Loan,58300,17087,54,731160,Y,M
PVTN405TWL9690,Q1,FY19,Retail,PVT Bank,Two-Wheeler Loan,50600,17549,41,717255,N,M
NBFCIN000COML425,Q2,FY19,Commercial,NBFC,Commercial Loan,12814200,4034100,33,4627350,Y,M
NBFCIN000COML584,Q2,FY19,Commercial,NBFC,Commercial Loan,195282220,94057950,31,70543462,N,F
NBFCIN000COML866,Q2,FY19,Commercial,NBFC,Commercial Loan,9810300,3393500,27,7565962,N,F
PVT00COM179,Q2,FY19,Commercial,PVT Bank,Commercial Loan,9953880,3135320,31,7533900,N,M
NBFCIN0001896,Q2,FY20,Microfinance,NBFC,Microfinance Loan,6600,2286,35,44799,N,M
NBFCIN0002023,Q2,FY21,Microfinance,NBFC,Microfinance Loan,6240,2419,45,55794,N,M
NBFCIN0001941U,Q2,FY19,Microfinance,NBFC,Microfinance Loan,14140,3535,40,42240,N,M
NBFCIN0001939,Q2,FY21,Microfinance,NBFC,Microfinance Loan,15300,4017,43,41184,N,M
NBFCIN0001148,Q2,FY19,Microfinance,NBFC,Microfinance Loan,17280,6105,58,25380,N,M
NBFCIN0001974,Q2,FY19,Microfinance,NBFC,Microfinance Loan,16160,4928,29,23310,Y,M
NBFCIN0002040,Q2,FY21,Microfinance,NBFC,Microfinance Loan,16640,5656,34,24150,Y,M
NBFCIN0001015,Q2,FY20,Microfinance,NBFC,Microfinance Loan,18020,6366,55,30660,Y,M
NBFCIN0001172,Q2,FY21,Microfinance,NBFC,Microfinance Loan,25440,6674,26,24582,N,M
NBFCIN0002111,Q2,FY19,Microfinance,NBFC,Microfinance Loan,27250,6312,58,41704,N,M
NBFCIN000546,Q2,FY19,Microfinance,NBFC,Microfinance Loan,26250,7420,47,32780,Y,M
NBFCIN000706,Q2,FY20,Microfinance,NBFC,Microfinance Loan,26250,8400,40,42224,Y,M
NBFCIN0002161,Q2,FY19,Microfinance,NBFC,Microfinance Loan,28600,7368,51,24745,Y,F
NBFCIN0002184,Q2,FY20,Microfinance,NBFC,Microfinance Loan,28080,6630,48,36360,Y,M
NBFCIN0001041,Q2,FY19,Microfinance,NBFC,Microfinance Loan,27540,9158,33,23520,Y,M
NBFCIN0001216,Q2,FY20,Microfinance,NBFC,Microfinance Loan,28350,9730,49,20301,Y,M
NBFCIN00068,Q2,FY21,Microfinance,NBFC,Microfinance Loan,27810,7938,35,42420,N,M
NBFCIN0001445,Q2,FY20,Microfinance,NBFC,Microfinance Loan,36380,13096,34,27432,N,M
NBFCIN0002207,Q2,FY19,Microfinance,NBFC,Microfinance Loan,34340,10648,44,15656,N,M
NBFCIN0001059,Q2,FY21,Microfinance,NBFC,Microfinance Loan,39240,12355,29,57267,Y,M
NBFCIN0001292,Q2,FY20,Microfinance,NBFC,Microfinance Loan,37440,11484,24,40003,N,M
NBFCIN0002203,Q2,FY20,Microfinance,NBFC,Microfinance Loan,38160,13860,54,45017,N,F
NBFCIN0002248,Q2,FY20,Microfinance,NBFC,Microfinance Loan,36720,10015,29,32436,N,M
NBFCIN000227,Q2,FY21,Microfinance,NBFC,Microfinance Loan,43680,16006,46,41747,Y,M
NBFCIN0002262,Q2,FY19,Microfinance,NBFC,Microfinance Loan,47380,16891,55,26355,Y,M
NBFCIN0001452,Q2,FY20,Microfinance,NBFC,Microfinance Loan,52800,16435,33,396576,N,F
NBFCIN00090,Q2,FY21,Microfinance,NBFC,Microfinance Loan,52320,13348,49,423493,Y,M
NBFCIN0001581,Q2,FY21,Microfinance,NBFC,Microfinance Loan,53410,15949,39,391855,Y,M
NBFCIN0002355,Q2,FY20,Microfinance,NBFC,Microfinance Loan,49980,13107,50,401172,N,F
NBFCIN0001469,Q2,FY19,Microfinance,NBFC,Microfinance Loan,52500,19240,49,439005,N,M
NBFCIN0002285,Q2,FY20,Microfinance,NBFC,Microfinance Loan,51510,18513,39,427130,N,M
NBFCIN000232,Q2,FY20,Microfinance,NBFC,Microfinance Loan,52520,13790,41,408704,N,M
NBFCIN0002281,Q2,FY20,Microfinance,NBFC,Microfinance Loan,57240,17911,22,420740,N,M
NBFCIN0001556,Q2,FY20,Microfinance,NBFC,Microfinance Loan,58300,19239,41,407983,N,F
NBFCIN0002399,Q2,FY21,Microfinance,NBFC,Microfinance Loan,60600,18180,49,421901,N,M
NBFCIN00098,Q2,FY20,Microfinance,NBFC,Microfinance Loan,61200,21624,41,417150,N,M
NBFCIN0001103,Q2,FY21,Microfinance,NBFC,Microfinance Loan,78840,21089,24,440640,Y,M
NBFCIN000505U,Q2,FY19,Microfinance,NBFC,Microfinance Loan,77380,20892,56,440905,Y,M
NBFCIN000978,Q2,FY20,Microfinance,NBFC,Microfinance Loan,81370,22183,41,378346,Y,F
NBFCIN0001858,Q2,FY19,Microfinance,NBFC,Microfinance Loan,88560,23189,60,466193,Y,M
NBFCIN0001780,Q2,FY20,Microfinance,NBFC,Microfinance Loan,88400,27931,34,414015,N,F
NBFCIN0001864,Q2,FY21,Microfinance,NBFC,Microfinance Loan,93960,33799,23,395560,Y,M
NBFCIN000295,Q2,FY20,Microfinance,NBFC,Microfinance Loan,105730,33639,45,412309,N,F
NBFCIN0001738,Q2,FY19,Microfinance,NBFC,Microfinance Loan,98980,32986,41,468446,N,M
NBFCIN0001844,Q2,FY20,Microfinance,NBFC,Microfinance Loan,111180,33292,49,413595,Y,M
NBFCIN0001823,Q2,FY21,Microfinance,NBFC,Microfinance Loan,105060,36771,55,374504,N,M
NBFCIN0001863,Q2,FY20,Microfinance,NBFC,Microfinance Loan,111300,34020,30,435160,N,M
NBFCIN000306,Q2,FY20,Microfinance,NBFC,Microfinance Loan,119480,32804,43,451980,N,M
NBFCIN000437,Q2,FY21,Microfinance,NBFC,Microfinance Loan,167200,45843,61,412335,N,M
PVT00MICROV2020,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,4080,1526,54,446319,N,F
PVT00MICROV2063,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,7210,2793,28,464386,N,F
PVT00MICROV2118,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,12120,4924,39,416556,N,M
PVT00MICROV315,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,13910,5242,48,427280,N,F
PVT00MICROV2041,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,14420,4928,39,432387,Y,F
PVT00MICROV2457,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,14840,5392,40,432756,N,M
PVT00MICROV876,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,14560,5035,56,343501,Y,F
PVT00MICROV1143,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,15450,6901,47,381360,N,F
PVT00MICROV1555,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,15600,4944,40,384451,Y,F
PVT00MICROV1586,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,15900,5886,47,416020,N,M
PVT00MICROV1915,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,15900,5136,56,418560,N,F
PVT00MICROV1786,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,17600,7532,54,405930,N,M
